Time,State,Emotion,Yaw,Pitch,Roll
156.03s,Attentive,happy,-13,-5,0
156.13s,Attentive,happy,-13,-7,0
156.24s,Attentive,happy,-14,-6,1
156.35s,Attentive,happy,-14,-7,1
156.45s,Attentive,happy,-13,-6,2
156.56s,Not Attentive,happy,-13,-8,1
156.66s,Attentive,happy,-14,-6,1
156.77s,Not Attentive,happy,-18,-7,0
156.88s,Not Attentive,happy,-16,-6,0
157.00s,Attentive,happy,-16,-6,0
157.14s,Attentive,happy,-17,-5,0
157.25s,Attentive,happy,-15,-5,1
157.36s,Attentive,happy,-15,-5,1
157.46s,Attentive,happy,-14,-5,1
157.57s,Attentive,happy,-16,-4,0
157.67s,Attentive,happy,-14,-4,0
157.78s,Attentive,happy,-13,-5,1
157.89s,Attentive,happy,-15,-3,1
157.99s,Not Attentive,happy,-14,-5,2
158.10s,Attentive,happy,-13,-3,1
158.20s,Not Attentive,happy,-11,-5,2
158.31s,Not Attentive,happy,-14,-7,2
158.42s,Not Attentive,happy,-13,-7,1
158.52s,Attentive,happy,-14,-5,2
158.62s,Not Attentive,happy,-14,-7,2
158.73s,Not Attentive,happy,-17,-7,2
158.84s,Not Attentive,happy,-15,-5,2
158.94s,Not Attentive,happy,-20,-4,1
159.05s,Not Attentive,happy,-18,1,2
159.15s,Not Attentive,happy,-32,-1,3
159.20s,Not Attentive,happy,-32,-1,3
159.25s,Not Attentive,happy,-32,-1,3
159.30s,Not Attentive,happy,-32,-1,3
159.35s,Not Attentive,happy,-32,-1,3
159.40s,Not Attentive,happy,-32,-1,3
159.45s,Not Attentive,happy,-32,-1,3
159.50s,Not Attentive,happy,-32,-1,3
159.60s,Attentive,happy,-14,-4,2
159.65s,Attentive,happy,-14,-4,2
159.70s,Attentive,happy,-14,-4,2
159.75s,Attentive,happy,-14,-4,2
159.86s,Attentive,happy,-13,-4,3
159.91s,Attentive,happy,-13,-4,3
159.96s,Attentive,happy,-13,-4,3
160.01s,Attentive,happy,-13,-4,3
160.06s,Attentive,happy,-13,-4,3
160.10s,Attentive,happy,-13,-4,3
160.15s,Attentive,happy,-13,-4,3
160.20s,Attentive,happy,-13,-4,3
160.25s,Attentive,happy,-13,-4,3
160.30s,Attentive,happy,-13,-4,3
160.41s,Attentive,happy,-8,0,3
160.51s,Attentive,neutral,-4,0,1
160.56s,Attentive,neutral,-4,0,1
160.61s,Attentive,neutral,-4,0,1
160.73s,Not Attentive,neutral,55,3,6
160.84s,Not Attentive,neutral,53,3,6
160.95s,Not Attentive,neutral,55,6,7
161.06s,Not Attentive,neutral,58,7,7
161.16s,Not Attentive,neutral,53,4,4
161.27s,Not Attentive,neutral,56,9,7
161.37s,Not Attentive,neutral,57,17,16
161.48s,Not Attentive,neutral,56,15,12
161.59s,Not Attentive,neutral,59,15,12
161.69s,Not Attentive,neutral,57,10,7
161.80s,Not Attentive,neutral,55,4,6
161.91s,Not Attentive,neutral,56,11,10
162.01s,Not Attentive,neutral,55,10,12
162.11s,Not Attentive,neutral,55,6,9
162.22s,Not Attentive,neutral,58,11,14
162.33s,Not Attentive,neutral,55,14,15
162.43s,Not Attentive,neutral,59,10,13
162.54s,Not Attentive,neutral,54,15,16
162.64s,Not Attentive,neutral,56,10,15
162.75s,Not Attentive,sad,49,16,18
162.85s,Not Attentive,happy,57,16,20
162.96s,Not Attentive,happy,52,18,21
163.07s,Not Attentive,happy,56,14,18
163.18s,Not Attentive,happy,43,18,19
163.28s,Attentive,happy,10,8,5
163.39s,Not Attentive,happy,34,13,12
163.50s,Not Attentive,happy,10,8,7
163.55s,Not Attentive,happy,10,8,7
163.60s,Not Attentive,happy,10,8,7
163.65s,Not Attentive,happy,10,8,7
163.70s,Not Attentive,happy,10,8,7
163.75s,Not Attentive,happy,10,8,7
163.80s,Not Attentive,happy,10,8,7
163.85s,Not Attentive,happy,10,8,7
163.90s,Not Attentive,happy,10,8,7
163.95s,Not Attentive,happy,10,8,7
164.00s,Not Attentive,happy,10,8,7
164.10s,Not Attentive,happy,10,8,7
164.16s,Not Attentive,happy,10,8,7
164.22s,Not Attentive,happy,10,8,7
164.29s,Not Attentive,happy,10,8,7
164.35s,Not Attentive,happy,10,8,7
164.41s,Not Attentive,happy,10,8,7
164.48s,Not Attentive,happy,10,8,7
164.54s,Not Attentive,happy,10,8,7
164.60s,Not Attentive,happy,10,8,7
164.71s,Not Attentive,fear,-41,2,1
164.76s,Not Attentive,fear,-41,2,1
164.81s,Not Attentive,fear,-41,2,1
164.91s,Not Attentive,fear,-38,28,-19
164.96s,Not Attentive,fear,-38,28,-19
165.01s,Not Attentive,fear,-38,28,-19
165.12s,Not Attentive,fear,-39,23,-7
165.17s,Not Attentive,fear,-39,23,-7
165.22s,Not Attentive,fear,-39,23,-7
165.26s,Not Attentive,fear,-39,23,-7
165.31s,Not Attentive,fear,-39,23,-7
165.36s,Not Attentive,fear,-39,23,-7
165.41s,Not Attentive,fear,-39,23,-7
165.52s,Not Attentive,sad,-49,-18,-25
165.68s,Attentive,neutral,-6,-1,9
165.84s,Attentive,neutral,0,0,10
166.00s,Attentive,neutral,-6,0,10
166.05s,Attentive,neutral,-6,0,10
166.15s,Attentive,neutral,-7,0,10
166.20s,Attentive,neutral,-7,0,10
166.31s,Attentive,neutral,-7,0,8
166.35s,Attentive,neutral,-7,0,8
166.47s,Attentive,neutral,-3,1,10
166.57s,Not Attentive,neutral,0,2,8
166.68s,Not Attentive,happy,45,4,14
166.73s,Not Attentive,happy,45,4,14
166.78s,Not Attentive,happy,45,4,14
166.82s,Not Attentive,happy,45,4,14
166.87s,Not Attentive,happy,45,4,14
166.92s,Not Attentive,happy,45,4,14
166.97s,Not Attentive,happy,45,4,14
167.02s,Not Attentive,happy,45,4,14
167.07s,Not Attentive,happy,45,4,14
167.12s,Not Attentive,happy,45,4,14
167.17s,Not Attentive,happy,45,4,14
167.27s,Not Attentive,sad,-50,16,-9
167.38s,Not Attentive,sad,-46,11,-6
167.49s,Not Attentive,sad,-47,13,-6
167.60s,Not Attentive,sad,-46,14,-7
167.70s,Not Attentive,sad,-47,14,-8
167.81s,Not Attentive,sad,-45,15,-8
167.92s,Not Attentive,neutral,-42,13,-6
168.02s,Not Attentive,sad,-39,15,-6
168.13s,Not Attentive,neutral,-41,14,-6
168.24s,Not Attentive,neutral,-42,14,-6
168.34s,Not Attentive,sad,-47,14,-7
168.64s,Not Attentive,neutral,-49,12,-6
168.70s,Not Attentive,neutral,-49,12,-6
168.78s,Not Attentive,neutral,-49,12,-6
168.86s,Not Attentive,neutral,-49,12,-6
168.94s,Not Attentive,neutral,-49,12,-6
169.02s,Not Attentive,neutral,-49,12,-6
169.09s,Not Attentive,neutral,-49,12,-6
169.17s,Not Attentive,neutral,-49,12,-6
169.22s,Not Attentive,neutral,-49,12,-6
169.26s,Not Attentive,neutral,-49,12,-6
169.31s,Not Attentive,neutral,-49,12,-6
169.36s,Not Attentive,neutral,-49,12,-6
169.47s,Not Attentive,neutral,57,5,15
169.52s,Not Attentive,neutral,57,5,15
169.57s,Not Attentive,neutral,57,5,15
169.61s,Not Attentive,neutral,57,5,15
169.66s,Not Attentive,neutral,57,5,15
169.77s,Not Attentive,neutral,56,7,19
169.82s,Not Attentive,neutral,56,7,19
169.87s,Not Attentive,neutral,56,7,19
169.92s,Not Attentive,neutral,56,7,19
169.97s,Not Attentive,neutral,56,7,19
170.02s,Not Attentive,neutral,56,7,19
170.07s,Not Attentive,neutral,56,7,19
170.12s,Not Attentive,neutral,56,7,19
170.17s,Not Attentive,neutral,56,7,19
170.22s,Not Attentive,neutral,56,7,19
170.26s,Not Attentive,neutral,56,7,19
170.31s,Not Attentive,neutral,56,7,19
170.36s,Not Attentive,neutral,56,7,19
170.41s,Not Attentive,neutral,56,7,19
170.46s,Not Attentive,neutral,56,7,19
170.51s,Not Attentive,neutral,56,7,19
170.56s,Not Attentive,neutral,56,7,19
170.61s,Not Attentive,neutral,56,7,19
170.66s,Not Attentive,neutral,56,7,19
170.71s,Not Attentive,neutral,56,7,19
170.76s,Not Attentive,neutral,56,7,19
170.81s,Not Attentive,neutral,56,7,19
170.86s,Not Attentive,neutral,56,7,19
170.91s,Not Attentive,neutral,56,7,19
170.96s,Not Attentive,neutral,56,7,19
171.01s,Not Attentive,neutral,56,7,19
171.06s,Not Attentive,neutral,56,7,19
171.11s,Not Attentive,neutral,56,7,19
171.16s,Not Attentive,neutral,56,7,19
171.20s,Not Attentive,neutral,56,7,19
171.25s,Not Attentive,neutral,56,7,19
171.30s,Not Attentive,neutral,56,7,19
171.35s,Not Attentive,neutral,56,7,19
171.40s,Not Attentive,neutral,56,7,19
171.45s,Not Attentive,neutral,56,7,19
171.50s,Not Attentive,neutral,56,7,19
171.55s,Not Attentive,neutral,56,7,19
171.60s,Not Attentive,neutral,56,7,19
171.65s,Not Attentive,neutral,56,7,19
171.69s,Not Attentive,neutral,56,7,19
171.74s,Not Attentive,neutral,56,7,19
171.79s,Not Attentive,neutral,56,7,19
171.84s,Not Attentive,neutral,56,7,19
171.89s,Not Attentive,neutral,56,7,19
171.94s,Not Attentive,neutral,56,7,19
171.99s,Not Attentive,neutral,56,7,19
172.04s,Not Attentive,neutral,56,7,19
172.09s,Not Attentive,neutral,56,7,19
172.14s,Not Attentive,neutral,56,7,19
172.19s,Not Attentive,neutral,56,7,19
172.24s,Not Attentive,neutral,56,7,19
172.29s,Not Attentive,neutral,56,7,19
172.34s,Not Attentive,neutral,56,7,19
172.39s,Not Attentive,neutral,56,7,19
172.50s,Not Attentive,neutral,50,5,13
172.60s,Not Attentive,neutral,42,8,16
172.65s,Not Attentive,neutral,42,8,16
172.76s,Not Attentive,neutral,40,8,23
172.80s,Not Attentive,neutral,40,8,23
172.85s,Not Attentive,neutral,40,8,23
172.96s,Not Attentive,neutral,46,19,29
173.06s,Not Attentive,neutral,43,12,25
173.17s,Not Attentive,happy,47,6,22
173.27s,Not Attentive,neutral,-42,11,-5
173.43s,Not Attentive,happy,45,8,19
173.59s,Not Attentive,neutral,35,9,16
173.75s,Not Attentive,happy,28,13,11
173.86s,Not Attentive,happy,-36,15,-7
173.96s,Attentive,neutral,3,7,1
174.07s,Attentive,neutral,-1,6,0
174.17s,Attentive,neutral,-2,6,0
174.28s,Attentive,neutral,0,6,0
174.38s,Attentive,neutral,0,5,0
174.49s,Attentive,neutral,1,7,-1
174.59s,Attentive,neutral,4,9,-1
174.70s,Attentive,neutral,1,8,-1
174.81s,Attentive,neutral,0,7,-2
174.91s,Not Attentive,neutral,-3,8,-3
175.02s,Attentive,neutral,-1,4,-1
175.12s,Attentive,neutral,-1,0,0
175.22s,Attentive,neutral,-2,0,0
175.33s,Attentive,neutral,-1,-5,0
175.43s,Attentive,neutral,-7,-4,-2
175.54s,Attentive,neutral,-4,-6,-2
175.64s,Attentive,neutral,-4,0,-2
175.74s,Attentive,neutral,0,4,-2
175.85s,Attentive,neutral,1,10,-2
175.96s,Attentive,neutral,2,16,-3
176.06s,Attentive,neutral,3,18,-3
176.16s,Attentive,neutral,4,18,-4
176.27s,Attentive,neutral,5,20,-5
176.46s,Attentive,neutral,2,19,-6
176.57s,Attentive,neutral,5,19,-5
176.67s,Attentive,neutral,4,18,-3
176.78s,Attentive,neutral,2,17,-3
176.89s,Attentive,neutral,7,15,0
177.00s,Attentive,neutral,4,11,0
177.10s,Attentive,neutral,7,8,1
177.20s,Attentive,neutral,10,6,2
177.31s,Attentive,neutral,6,5,2
177.45s,Attentive,neutral,3,4,2
177.56s,Attentive,neutral,3,2,2
177.74s,Attentive,neutral,2,1,2
177.86s,Attentive,neutral,3,1,1
177.98s,Attentive,neutral,0,-1,1
178.09s,Attentive,neutral,-2,-3,0
178.20s,Attentive,neutral,-5,-3,0
178.30s,Attentive,neutral,-4,-3,0
178.41s,Attentive,neutral,-7,-2,0
178.51s,Attentive,neutral,-6,-2,0
178.63s,Attentive,neutral,-8,-3,0
178.74s,Attentive,neutral,-7,-3,0
178.86s,Attentive,neutral,-7,-2,0
178.98s,Attentive,neutral,-9,-2,-1
179.09s,Attentive,neutral,-8,-2,-1
179.21s,Attentive,neutral,-7,-3,-1
179.33s,Attentive,neutral,-10,-4,-2
179.44s,Attentive,sad,-9,-3,-1
179.55s,Attentive,neutral,-8,-3,-2
179.66s,Attentive,neutral,-8,-3,-1
179.77s,Attentive,neutral,-10,-3,-1
179.89s,Attentive,sad,-9,-5,0
179.99s,Attentive,sad,-5,-4,0
180.10s,Attentive,sad,-8,-5,0
180.23s,Attentive,neutral,-7,-5,-1
180.34s,Attentive,neutral,-9,-5,0
180.45s,Attentive,neutral,-8,-6,0
180.66s,Attentive,neutral,-9,-5,0
180.84s,Attentive,neutral,-8,-6,0
180.96s,Attentive,neutral,-10,-3,0
181.07s,Attentive,sad,-9,-4,0
181.18s,Attentive,sad,-7,-3,0
181.29s,Attentive,sad,-7,-5,0
181.42s,Attentive,sad,-6,-4,-1
181.53s,Attentive,sad,-7,-3,0
181.64s,Attentive,sad,-6,-3,0
181.77s,Attentive,angry,-5,-2,0
181.92s,Attentive,neutral,-9,-2,-1
182.05s,Attentive,neutral,-9,-3,-1
182.17s,Attentive,neutral,-9,-4,0
182.30s,Attentive,neutral,-8,-3,-1
182.42s,Attentive,neutral,-6,-3,0
182.54s,Attentive,neutral,-8,-4,0
182.65s,Attentive,neutral,-3,-7,0
182.78s,Attentive,neutral,-7,-3,0
182.92s,Attentive,neutral,-3,-2,0
183.05s,Attentive,neutral,-1,-1,0
183.23s,Attentive,neutral,-2,-2,0
183.46s,Attentive,neutral,-1,-1,0
183.63s,Attentive,neutral,0,-2,0
183.77s,Attentive,neutral,0,-2,0
183.89s,Attentive,neutral,-2,-2,0
184.00s,Attentive,neutral,-1,-1,0
184.11s,Attentive,neutral,-3,-2,1
184.22s,Attentive,neutral,0,-4,3
184.33s,Attentive,neutral,-1,-3,2
184.44s,Attentive,neutral,8,-1,3
184.54s,Attentive,neutral,5,0,3
184.66s,Attentive,neutral,11,0,2
184.77s,Attentive,neutral,10,-2,3
184.88s,Attentive,neutral,6,0,3
185.00s,Not Attentive,neutral,5,1,4
185.11s,Attentive,neutral,8,0,4
185.23s,Attentive,neutral,18,0,5
185.33s,Attentive,neutral,19,0,8
185.44s,Attentive,neutral,20,-2,6
185.55s,Attentive,neutral,19,0,6
185.65s,Attentive,neutral,22,0,7
185.77s,Attentive,neutral,21,-3,7
185.89s,Attentive,neutral,18,0,6
185.99s,Attentive,neutral,18,0,7
186.10s,Attentive,neutral,21,0,6
186.21s,Attentive,neutral,22,0,7
186.32s,Attentive,neutral,20,0,7
186.43s,Attentive,neutral,19,0,7
186.55s,Attentive,neutral,23,2,8
186.66s,Attentive,neutral,21,0,7
186.76s,Attentive,neutral,22,1,9
187.11s,Attentive,neutral,19,0,8
187.36s,Attentive,neutral,21,0,8
187.62s,Attentive,neutral,20,4,5
187.84s,Attentive,neutral,12,7,1
188.06s,Not Attentive,neutral,14,11,3
188.19s,Attentive,neutral,15,14,5
188.34s,Attentive,neutral,16,12,8
188.48s,Attentive,neutral,16,13,10
188.61s,Attentive,neutral,15,10,10
188.72s,Attentive,neutral,17,10,10
188.85s,Attentive,neutral,18,12,11
188.98s,Attentive,neutral,17,8,10
189.34s,Attentive,neutral,19,6,10
189.53s,Attentive,neutral,23,9,11
189.68s,Attentive,neutral,22,9,11
189.79s,Attentive,neutral,22,9,10
189.94s,Attentive,neutral,21,8,10
190.15s,Not Attentive,neutral,15,9,10
190.30s,Attentive,neutral,20,10,12
190.42s,Attentive,neutral,20,11,11
190.55s,Attentive,neutral,17,11,11
190.66s,Attentive,neutral,16,11,9
190.77s,Attentive,neutral,20,14,11
190.88s,Attentive,neutral,22,12,12
191.00s,Not Attentive,neutral,26,14,13
191.16s,Not Attentive,happy,26,14,13
191.29s,Not Attentive,neutral,28,13,13
191.48s,Not Attentive,neutral,27,15,13
191.79s,Attentive,neutral,25,16,14
192.00s,Not Attentive,neutral,29,16,14
192.15s,Not Attentive,neutral,29,12,13
192.27s,Not Attentive,neutral,26,14,15
192.41s,Not Attentive,neutral,26,11,15
192.54s,Not Attentive,neutral,26,10,15
192.65s,Not Attentive,neutral,29,5,13
192.77s,Not Attentive,neutral,29,2,14
192.89s,Not Attentive,happy,31,0,12
193.00s,Not Attentive,neutral,30,0,12
193.11s,Not Attentive,neutral,30,4,14
193.23s,Not Attentive,neutral,29,3,13
193.34s,Not Attentive,neutral,29,4,13
193.45s,Not Attentive,neutral,28,9,14
193.58s,Not Attentive,neutral,27,10,12
193.70s,Attentive,neutral,16,8,9
193.83s,Attentive,neutral,14,7,10
193.95s,Attentive,neutral,9,9,10
194.06s,Attentive,neutral,11,8,10
194.19s,Attentive,neutral,14,8,10
194.39s,Attentive,neutral,12,8,9
194.51s,Attentive,neutral,18,9,6
194.63s,Attentive,neutral,18,10,7
194.74s,Attentive,neutral,17,10,7
194.86s,Attentive,neutral,18,12,7
194.98s,Attentive,neutral,15,11,6
195.11s,Attentive,neutral,12,12,6
195.26s,Attentive,neutral,15,10,6
195.45s,Not Attentive,neutral,12,8,4
195.61s,Attentive,neutral,17,10,7
196.17s,Attentive,neutral,8,10,9
196.57s,Attentive,neutral,17,13,7
196.85s,Attentive,neutral,20,12,6
197.08s,Attentive,neutral,15,11,4
197.29s,Attentive,neutral,15,10,3
197.57s,Attentive,neutral,9,9,2
197.80s,Attentive,neutral,5,8,0
198.01s,Attentive,neutral,6,7,1
198.26s,Attentive,neutral,7,9,2
198.51s,Attentive,neutral,16,10,4
198.72s,Not Attentive,neutral,20,7,4
198.93s,Attentive,neutral,12,8,3
199.11s,Attentive,neutral,14,6,3
199.26s,Attentive,neutral,16,7,3
199.44s,Attentive,neutral,19,8,5
199.59s,Attentive,neutral,17,8,6
199.74s,Attentive,neutral,23,6,6
199.87s,Attentive,neutral,22,9,9
200.01s,Attentive,neutral,22,8,9
200.16s,Not Attentive,neutral,26,9,12
200.27s,Not Attentive,neutral,28,8,15
200.42s,Not Attentive,neutral,27,9,14
200.56s,Not Attentive,neutral,33,9,14
200.71s,Not Attentive,neutral,31,10,12
200.83s,Not Attentive,neutral,32,9,13
201.00s,Not Attentive,neutral,31,9,13
201.13s,Not Attentive,neutral,29,7,10
201.28s,Not Attentive,neutral,28,7,11
201.40s,Not Attentive,neutral,26,4,10
201.56s,Attentive,neutral,24,7,10
201.70s,Attentive,neutral,25,4,8
201.86s,Attentive,neutral,21,6,9
202.00s,Attentive,neutral,22,5,10
202.16s,Attentive,neutral,20,6,10
202.31s,Attentive,neutral,22,5,9
202.46s,Attentive,neutral,20,4,10
202.61s,Attentive,neutral,19,6,10
202.75s,Attentive,neutral,22,8,11
202.92s,Attentive,neutral,23,6,10
203.06s,Attentive,neutral,25,6,12
203.20s,Not Attentive,neutral,26,8,12
203.36s,Attentive,neutral,22,7,11
203.53s,Attentive,neutral,24,7,12
203.66s,Attentive,neutral,25,6,12
203.80s,Attentive,neutral,25,8,12
203.94s,Attentive,neutral,25,7,12
204.07s,Not Attentive,neutral,26,8,12
204.22s,Not Attentive,neutral,28,8,13
204.37s,Attentive,neutral,24,7,12
204.49s,Not Attentive,neutral,26,9,13
204.63s,Not Attentive,neutral,29,9,13
204.77s,Not Attentive,neutral,31,0,10
205.01s,Not Attentive,neutral,27,9,14
205.21s,Not Attentive,neutral,31,0,10
205.35s,Not Attentive,neutral,33,1,11
205.52s,Not Attentive,neutral,34,0,10
205.76s,Not Attentive,neutral,37,7,17
205.95s,Not Attentive,neutral,31,5,14
206.08s,Not Attentive,neutral,32,4,14
206.22s,Not Attentive,neutral,33,3,13
206.37s,Not Attentive,neutral,33,3,12
206.51s,Not Attentive,neutral,36,3,11
206.64s,Not Attentive,neutral,32,2,11
206.79s,Not Attentive,neutral,32,3,12
206.97s,Not Attentive,neutral,34,0,10
207.13s,Not Attentive,neutral,33,4,11
207.27s,Not Attentive,neutral,33,2,11
207.43s,Not Attentive,neutral,34,-1,9
207.56s,Not Attentive,neutral,31,6,14
207.69s,Not Attentive,neutral,30,4,14
207.97s,Not Attentive,neutral,30,6,14
208.11s,Not Attentive,neutral,31,1,12
208.27s,Not Attentive,neutral,32,4,13
208.44s,Not Attentive,neutral,34,0,9
208.61s,Not Attentive,neutral,31,4,13
208.78s,Not Attentive,neutral,33,6,14
208.97s,Not Attentive,neutral,32,1,13
209.15s,Not Attentive,neutral,31,2,12
209.32s,Not Attentive,neutral,32,3,12
209.46s,Not Attentive,neutral,34,5,13
209.60s,Not Attentive,neutral,31,7,14
209.73s,Not Attentive,neutral,30,5,13
209.87s,Not Attentive,neutral,30,9,15
210.01s,Not Attentive,neutral,30,8,13
210.15s,Not Attentive,neutral,32,10,15
210.29s,Not Attentive,neutral,32,10,16
210.43s,Not Attentive,neutral,31,7,13
210.56s,Not Attentive,neutral,31,1,10
210.68s,Not Attentive,neutral,30,7,14
210.81s,Not Attentive,happy,31,6,13
210.95s,Not Attentive,happy,28,9,14
211.07s,Attentive,happy,25,5,12
211.17s,Attentive,happy,23,3,13
211.27s,Attentive,happy,24,3,14
211.38s,Attentive,happy,25,2,14
211.53s,Attentive,happy,22,1,12
211.64s,Attentive,happy,23,10,15
211.77s,Attentive,happy,22,8,14
211.93s,Not Attentive,happy,27,9,16
212.03s,Not Attentive,happy,35,-9,1
212.14s,Attentive,happy,15,3,0
212.24s,Attentive,neutral,-20,13,-4
212.34s,Attentive,neutral,-25,15,-6
212.45s,Attentive,sad,-25,15,-6
212.55s,Attentive,happy,0,10,0
212.65s,Not Attentive,happy,37,0,6
212.76s,Not Attentive,happy,33,-10,10
212.87s,Not Attentive,happy,27,-4,12
212.97s,Attentive,happy,22,-2,9
213.08s,Not Attentive,happy,16,-2,11
213.18s,Attentive,happy,16,-1,12
213.29s,Attentive,happy,19,0,13
213.40s,Attentive,happy,18,-4,12
213.50s,Attentive,happy,21,-1,10
213.61s,Attentive,happy,24,-4,9
213.71s,Not Attentive,happy,26,0,10
213.81s,Not Attentive,happy,26,1,9
213.92s,Not Attentive,happy,27,-2,12
214.02s,Not Attentive,happy,27,-6,10
214.13s,Not Attentive,happy,27,-6,11
214.23s,Not Attentive,happy,27,-5,12
214.34s,Attentive,happy,24,-3,13
214.44s,Not Attentive,happy,26,-4,13
214.55s,Not Attentive,happy,27,-1,13
214.65s,Not Attentive,happy,27,-5,13
214.78s,Not Attentive,happy,28,-2,14
214.90s,Attentive,happy,25,-1,14
215.03s,Not Attentive,happy,26,0,14
215.13s,Attentive,happy,25,0,15
215.26s,Attentive,happy,25,0,16
215.37s,Attentive,happy,23,-1,12
215.48s,Not Attentive,happy,27,-1,8
215.58s,Not Attentive,happy,28,-2,8
215.71s,Not Attentive,happy,28,-1,8
215.82s,Not Attentive,happy,28,0,10
215.95s,Not Attentive,happy,30,0,9
216.05s,Not Attentive,happy,28,2,11
216.16s,Not Attentive,happy,28,5,13
216.29s,Not Attentive,happy,29,6,14
216.40s,Not Attentive,happy,31,2,10
216.52s,Not Attentive,happy,32,6,15
216.64s,Not Attentive,happy,35,0,10
216.76s,Not Attentive,neutral,27,11,17
216.87s,Not Attentive,neutral,26,16,17
216.99s,Not Attentive,neutral,28,18,18
217.10s,Not Attentive,happy,33,9,12
217.22s,Not Attentive,neutral,30,18,17
217.34s,Not Attentive,happy,29,18,16
217.46s,Not Attentive,neutral,29,18,16
217.59s,Not Attentive,neutral,33,8,12
217.71s,Not Attentive,neutral,28,17,15
217.84s,Not Attentive,neutral,28,15,15
217.97s,Not Attentive,neutral,30,14,16
218.09s,Not Attentive,neutral,30,17,18
218.21s,Not Attentive,neutral,32,14,15
218.33s,Attentive,neutral,25,20,13
218.46s,Not Attentive,neutral,28,20,12
218.59s,Attentive,neutral,23,27,10
218.70s,Attentive,neutral,24,25,7
218.84s,Attentive,neutral,22,26,4
218.95s,Attentive,neutral,22,24,2
219.07s,Not Attentive,neutral,24,22,1
219.19s,Attentive,happy,24,21,1
219.30s,Attentive,neutral,23,19,0
219.43s,Attentive,neutral,19,16,-1
219.54s,Attentive,neutral,20,15,0
219.69s,Attentive,neutral,20,13,0
219.81s,Attentive,neutral,21,13,0
219.94s,Attentive,neutral,22,10,0
220.06s,Not Attentive,neutral,18,11,0
220.18s,Not Attentive,neutral,18,12,0
220.29s,Attentive,neutral,20,9,0
220.41s,Attentive,neutral,18,10,0
220.56s,Attentive,neutral,19,9,0
220.72s,Attentive,neutral,20,10,1
220.87s,Attentive,neutral,16,6,1
221.06s,Attentive,neutral,22,5,4
221.21s,Attentive,neutral,23,5,6
221.33s,Attentive,neutral,23,6,8
221.49s,Attentive,happy,24,3,7
221.61s,Attentive,neutral,21,8,9
221.81s,Attentive,neutral,23,7,9
221.96s,Attentive,neutral,25,7,12
222.42s,Attentive,neutral,24,11,12
222.59s,Attentive,neutral,22,9,10
222.74s,Attentive,neutral,23,9,10
222.99s,Attentive,neutral,21,9,9
223.30s,Attentive,neutral,18,8,8
223.48s,Not Attentive,neutral,14,1,6
223.61s,Attentive,neutral,16,4,5
223.79s,Attentive,neutral,18,5,7
223.95s,Attentive,neutral,17,2,6
224.06s,Attentive,neutral,17,3,7
224.35s,Attentive,neutral,19,3,7
224.46s,Not Attentive,neutral,18,10,5
224.56s,Attentive,neutral,14,8,4
224.67s,Attentive,neutral,4,7,0
224.77s,Attentive,neutral,3,6,0
224.88s,Attentive,neutral,-1,4,0
224.99s,Attentive,neutral,-3,0,1
225.12s,Attentive,neutral,-2,-3,2
225.26s,Attentive,neutral,-1,2,0
225.37s,Attentive,neutral,-3,5,-2
225.48s,Attentive,neutral,-10,7,-3
225.60s,Attentive,neutral,-12,7,-2
225.72s,Attentive,neutral,-10,10,-4
225.83s,Attentive,neutral,-11,7,-5
225.94s,Attentive,neutral,-12,5,-5
226.06s,Attentive,neutral,-16,5,-8
226.17s,Attentive,neutral,-15,3,-6
226.28s,Attentive,neutral,-11,6,-7
226.39s,Attentive,neutral,-12,8,-6
226.49s,Attentive,neutral,-8,10,-6
226.59s,Attentive,neutral,-8,8,-6
226.70s,Attentive,neutral,-8,9,-7
226.81s,Attentive,neutral,-6,9,-6
226.91s,Attentive,neutral,-9,6,-7
227.05s,Attentive,neutral,-8,4,-7
227.16s,Attentive,neutral,-8,4,-5
227.26s,Attentive,neutral,-5,6,-5
227.36s,Attentive,neutral,-7,6,-5
227.47s,Attentive,neutral,-5,6,-5
227.57s,Attentive,neutral,-7,5,-5
227.68s,Attentive,neutral,-6,6,-5
227.79s,Attentive,neutral,-7,4,-5
227.89s,Attentive,neutral,-7,5,-5
227.99s,Attentive,neutral,-6,7,-4
228.10s,Attentive,neutral,-4,6,-4
228.21s,Attentive,neutral,-5,7,-4
228.31s,Attentive,neutral,-6,8,-4
228.42s,Attentive,neutral,-6,9,-5
228.52s,Not Attentive,neutral,-7,10,-5
228.62s,Not Attentive,neutral,-4,15,-4
228.73s,Attentive,neutral,-5,15,-4
228.78s,Attentive,neutral,-5,15,-4
228.83s,Attentive,neutral,-5,15,-4
228.88s,Attentive,neutral,-5,15,-4
228.93s,Attentive,neutral,-5,15,-4
228.98s,Attentive,neutral,-5,15,-4
229.03s,Attentive,neutral,-5,15,-4
229.08s,Attentive,neutral,-5,15,-4
229.12s,Attentive,neutral,-5,15,-4
229.17s,Attentive,neutral,-5,15,-4
229.22s,Attentive,neutral,-5,15,-4
229.28s,Attentive,neutral,-5,15,-4
229.38s,Attentive,neutral,-5,15,-4
229.45s,Attentive,neutral,-5,15,-4
229.50s,Attentive,neutral,-5,15,-4
229.54s,Attentive,neutral,-5,15,-4
229.59s,Attentive,neutral,-5,15,-4
229.64s,Attentive,neutral,-5,15,-4
229.69s,Attentive,neutral,-5,15,-4
